APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
9304211,T32,DK,5,N,7/5/2017,7/1/2017,6/30/2018,847,T32DK110966,SCHOOLS OF MEDICINE,PAR-15-182,5T32DK110966-02,NIDDK:238153\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,Diabetes; ,SALT LAKE CITY,UNITED STATES,MISCELLANEOUS,2,9095365,US,514002,UNIVERSITY OF UTAH,UT,841128930,"PROJECT NARRATIVE To accelerate the pace of diabetes research, there is a pressing need to train computational scientists the biological basis of diabetes and related metabolic disorders. This proposal will serve to create a training program that will train both predoctoral and postdoctoral trainees in the computational and mathematical sciences and in the biological basis of diabetes and obesity. These bioinformatics scientist trainees will gain the expertise and leadership skills to apply computational methods to complex biological questions that will ultimately impact the prevention, treatment, and outcomes of people with diabetes and related metabolic diseases.",2251339 (contact); 7926891; ,"CHAPMAN, WENDY W. (contact); FISHER, SIMON J;","CASTLE, ARTHUR",7/1/2016,6/30/2021,Diabetes Mellitus; Metabolism; Research; Training Programs; Universities; Utah; ,University of Utah Interdisciplinary Training Program in Computational Approaches to Diabetes and Metabolism Research,110966,ZDK1,Special Emphasis Panel ,,,2,221892,16261,238153,1,2,0,3,TRUE
9411772,T32,DC,3,N,1/11/2017,7/1/2015,6/30/2016,173,T32DC000046,EARTH SCIENCES/RESOURCES,PA-14-015,3T32DC000046-21A1S1,NIDCD:592\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,Minority Health; ,COLLEGE PARK,UNITED STATES,BIOLOGY,5,790934285,US,820102,"UNIV OF MARYLAND, COLLEGE PARK",MD,207425141,"PUBLIC HEALTH RELEVANCE: The CEBH Training Program will continue to provide in-depth and interdisciplinary training in the hearing sciences that prepares individuals to advance discovery and innovation at the interface of basic science and medicine. More complete knowledge of auditory system function promises both to solve some of the most perplexing and devastating problems of human health, and to design pioneering methodologies, systems, and devices that will transform how we live.",1901348 (contact); 1864255; ,"CARR, CATHERINE EMILY (contact); GORDON-SALANT, SANDRA M;","RIVERA-RENTAS, ALBERTO L",7/1/1994,6/30/2020,Biology; comparative; Hearing; ,Comparative and Evolutionary Biology of Hearing,46,ZDC1,Special Emphasis Panel ,,A1S1,21,548,44,592,0,0,1,1,TRUE
9315918,T32,MH,5,N,7/4/2017,7/1/2017,8/31/2018,242,T32MH019117,SCHOOLS OF PUBLIC HEALTH,PA-11-184,5T32MH019117-28,NIMH:248238\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF MENTAL HEALTH,Clinical Research; Health Services; Mental Health; ,CHAPEL HILL,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,PUBLIC HEALTH RELEVANCE: Post-doctoral training is the pipeline to meeting the nation's future public mental health research needs. This postdoctoral program prepares young investigators for careers in mental health services and systems research to develop the knowledge-base for effective services and supports that can help improve the lives of people with serious mental illness.,1899992; ,"DOMINO, MARISA ELENA;","HILL, LAUREN D",7/1/1990,8/31/2018,Health system; Mental Health Services; Research Training; ,Research Training in Mental Health Services and Systems,19117,ZMH1,Special Emphasis Panel ,,,28,248676,19894,248238,0,0,2,2,TRUE
9285807,T32,GM,5,N,6/7/2017,7/1/2017,6/30/2018,859,T32GM105490,SCHOOLS OF ARTS AND SCIENCES,PA-11-184,5T32GM105490-04,NIGMS:186446\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Genetics; Health Disparities; Human Genome; Networking and Information Technology R&D; ,ATLANTA,UNITED STATES,BIOLOGY,5,97394084,US,676603,GEORGIA INSTITUTE OF TECHNOLOGY,GA,303185775,"PUBLIC HEALTH RELEVANCE: This Institutional Training Program in Computational Biology and Biomedical Genomics at Georgia Tech will contribute to the development of the next generation of computational researchers who are comfortable interpreting sequence-based high volume data that is poised to transform medical care. We offer an integrative interdisciplinary training program with strengths in bioinformatics and systems biology that bridges biology, biomedical engineering, and health systems research. Attention will be given to training of under-represented minorities and disadvantaged or disabled students, and trainees will receive state-of-the-art instruction in the responsible conduct of research.",7248527; ,"GIBSON, GREGORY C.;","RESAT, HALUK",7/1/2014,6/30/2019,Computational Biology; Genomics; Health; Training Programs; ,A Computational Biology and Predictive Health Genomics Training Program at GT,105490,TWD,NIGMS Initial Review Group ,,,4,177376,9070,186446,1,3,1,5,TRUE
9303443,T32,HL,5,N,6/10/2017,7/1/2017,6/30/2018,838,T32HL125245,SCHOOLS OF MEDICINE,PA-14-015,5T32HL125245-03,NHLBI:217577\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Pediatric; ,CLEVELAND,UNITED STATES,PEDIATRICS,11,77758407,US,218601,CASE WESTERN RESERVE UNIVERSITY,OH,441061712,"PROJECT NARRATIVE This is a proposal for a new training program to enable scientists and physician-scientists to begin successful careers in pediatric respiratory research. This will involve intense mentorship by highly successful, NIH-funded investigators who will teach skills that candidates may need for a career focused on pediatric respiratory research. These skills will include, depending on the specific research interests of the trainees, studies of airway inflammation, respiratory control, bioinformatics and clinical trials. Trainees will be carefully mentored to ensure skill acquisition, successful coursework participation, data presentation, manuscript publication and grant preparation. We anticipate that we will launch three successful careers per year in pediatric respiratory research.",2091647; ,"GASTON, BENJAMIN ;","COLOMBINI-HATCH, SANDRA",7/1/2015,6/30/2020,Childhood; Research Training; respiratory; ,Pediatric Respiratory Research Training,125245,ZHL1,Special Emphasis Panel ,,,3,202947,14630,217577,1,0,0,1,TRUE
9288162,T32,GM,5,N,6/5/2017,7/1/2017,6/30/2018,859,T32GM067547,SCHOOLS OF PHARMACY,PA-11-184,5T32GM067547-15,NIGMS:354026\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,SAN FRANCISCO,UNITED STATES,PHARMACOLOGY,12,94878337,US,577508,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941186215,PUBLIC HEALTH RELEVANCE: The huge volume of data continually produced by genomic and related projects offers enormous opportunities for improving our understanding of human health and alleviating disease. The UCSF Bioinformatics Training Program aims to train a new generation of scientific leaders at the interface of computation and biology who will be needed to make effective use of these data.,10346771; ,"HERNANDEZ, RYAN D.;","RAVICHANDRAN, VEERASAMY",7/1/2003,6/30/2018,Bioinformatics; Grant; Training; ,BMI Bioinformatics Training Grant,67547,TWD,NIGMS Initial Review Group ,,,15,354752,18140,354026,3,0,0,3,TRUE
9295022,T32,GM,5,N,6/13/2017,7/1/2017,6/30/2018,859,T32GM067553,SCHOOLS OF MEDICINE,PA-14-015,5T32GM067553-13,NIGMS:186446\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Bioengineering; Health Disparities; Networking and Information Technology R&D; ,CHAPEL HILL,UNITED STATES,BIOCHEMISTRY,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,"PUBLIC HEALTH RELEVANCE: Modern biomedical technologies, including rapid genome sequencing, high-content mass spectrometry, and modern microscopy, are allowing systems level analyses of complex diseases, such as cancer, heart disease and diabetes. Interpreting the large and complex data sets produced by these techniques requires novel computational and quantitative approaches. The Curriculum in Bioinformatics and Computational Biology at the University of North Carolina at Chapel Hill provides the graduate training needed to develop and apply computational methods for solving driving biomedical problems. These techniques may suggest novel therapeutic strategies for treating complex diseases.",8228184; ,"ELSTON, TIMOTHY C;","RESAT, HALUK",7/1/2005,6/30/2020,Bioinformatics; Computational Biology; pre-doctoral; Training Programs; ,Predoctoral Training Program in Bioinformatics and Computational Biology,67553,TWD,NIGMS Initial Review Group ,,,13,177376,9070,186446,3,3,1,7,TRUE
9289428,T32,GM,2,N,6/30/2017,7/1/2017,6/30/2018,859,T32GM008224,SCHOOLS OF MEDICINE,PA-16-152,2T32GM008224-31,NIGMS:466115\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,NEW YORK,UNITED STATES,PATHOLOGY,13,621889815,US,1833205,COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,100320049,"The goal of this program is to provide doctoral students with a unique opportunity to obtain individualized training in basic cell and molecular biology, microbiology, structural biology, biophysics, genetics, immunology, neurobiology, systems and computational biology, as well as translational biomedical disease-related research.",1884281; ,"LIEM, RONALD K;","SALAZAR, DESIREE LYNN",7/1/1987,6/30/2022,Molecular; Training; ,"Training in Cellular, Molecular and Biomedical Studies",8224,TWD,NIGMS Initial Review Group ,,,31,443440,22675,466115,0,1,1,2,TRUE
9209521,T32,GM,2,N,6/27/2017,7/1/2017,6/30/2018,859,T32GM008629,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,2T32GM008629-21,NIGMS:234440\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,IOWA CITY,UNITED STATES,BIOLOGY,2,62761671,US,3972901,UNIVERSITY OF IOWA,IA,522421320,"Project Narrative  The purpose of the Predoctoral Training Program in Genetics is to optimally prepare students in their PhD training in Genetics, to meet the challenging problems of genetics, genomics bioinformatics and personal medicine, and to become leaders in the direction of new trends in Genetics research. Our mission for society is to generate scientists that can be at the forefront of Genetics research, who can in turn contribute to training and collaborating with physicians and other allied health professionals, and who can educate all members of society, who will increasingly need to understand genetic aspects of their own family's health care and individualized genomes. Because this need is among people from all walks of life, we emphasize diversity in our PhD students; with the pervasive implications of the individualized genome, including both the promises and the dangers of exploiting the information therein, the need to train competent PhD students is paramount.",6624885; ,"EBERL, DANIEL F;","BENDER, MICHAEL T",7/1/1997,6/30/2022,Genetic; pre-doctoral; Training Programs; ,Predoctoral Training Program in Genetics,8629,TWD,NIGMS Initial Review Group ,,,21,220835,13605,234440,1,0,0,1,TRUE
9302547,T32,NR,5,N,6/29/2017,7/1/2017,6/30/2018,361,T32NR014833,SCHOOLS OF NURSING,PA-11-184,5T32NR014833-04,NINR:195290\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF NURSING RESEARCH,Aging; ,SEATTLE,UNITED STATES,OTHER HEALTH PROFESSIONS,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PUBLIC HEALTH RELEVANCE: Both nationally and globally, the number of older adults (people 65 years of age or older) is growing faster than any other age group. Advances in biomedicine and this unprecedented demographic shift call for innovative approaches to address the needs and challenges of an aging society. We need to train nursing gerontological scientists who can utilize informatics to support aging and design, implement and evaluate systems and interventions for older adults and their families.",6673403; ,"THOMPSON, HILAIRE J;","BANKS, DAVID",9/15/2014,6/30/2019,Aging; informatics training; Training Programs; ,Aging and Informatics Training Program,14833,ZNR1,Special Emphasis Panel ,,,4,196008,11522,195290,0,0,1,1,TRUE
9279781,T32,HD,2,N,4/24/2017,5/1/2017,4/30/2018,865,T32HD007491,SCHOOLS OF MEDICINE,PA-16-152,2T32HD007491-21,NICHD:326715\,"TRAINING, INSTITUTIONAL",2017,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,,SALT LAKE CITY,UNITED STATES,NEUROSCIENCES,2,9095365,US,514002,UNIVERSITY OF UTAH,UT,841128930,"Project Relevance to Human Health: Developmental biology is an interdisciplinary science, incorporating cell and molecular biology, genetics, biochemistry and bioinformatics in whole-animal model systems at the leading edge of modern biomedical research. Training predoctoral and postdoctoral researchers in developmental biology provides the next generation of biomedical researchers with experience in a wide range of model systems for important discoveries in human health and disease.",6684228; ,"YOST, H. JOSEPH ;","MUKHOPADHYAY, MAHUA",9/29/1995,4/30/2022,Developmental Biology; Training Programs; ,Developmental Biology Training Program,7491,ZHD1,Special Emphasis Panel ,,,21,353688,25415,326715,1,0,1,2,TRUE
9260707,T32,HD,5,N,4/27/2017,5/1/2017,4/30/2018,865,T32HD075735,SCHOOLS OF MEDICINE,PAR-10-193,5T32HD075735-05,NICHD:173056\,"TRAINING, INSTITUTIONAL",2017,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,Congenital Structural Anomalies; Pediatric; ,NEW YORK,UNITED STATES,GENETICS,13,78861598,US,3839801,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,100296574,"PUBLIC HEALTH RELEVANCE: A new predoctoral training program integrating the disciplines of systems biology, developmental biology and birth defects is proposed to train the future generation of scientists primed to address important research questions related to networks and processes of complex interactions underlying healthy and diseased states of cells, tissues, & organisms. They will receive didactic & research training in quantitative reasoning, computational biology, bioinformatics, as well as developmental biology, birth defects, genomics, molecular biology, biochemistry, physiology, and pharmacology at the Mount Sinai School of Medicine.",1872428; ,"JABS, ETHYLIN WANG;","COULOMBE, JAMES N",5/1/2013,4/30/2018,Congenital Abnormality; Developmental Biology; Systems Biology; Training; ,Interdisciplinary Training in Systems and Developmental Biology and Birth Defects,75735,ZHD1,Special Emphasis Panel ,,,5,172256,9134,173056,1,1,3,5,TRUE
9251888,T32,HL,5,N,3/15/2017,4/1/2017,3/31/2018,837,T32HL125232,SCHOOLS OF MEDICINE,PA-14-015,5T32HL125232-02,NHLBI:407951\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Cardiovascular; Heart Disease; ,BOSTON,UNITED STATES,INTERNAL MEDICINE/MEDICINE,7,604483045,US,894901,BOSTON UNIVERSITY MEDICAL CAMPUS,MA,21182841,"We offer a comprehensive two-year multidisciplinary training program in cardiovascular epidemiology for MDs and PhDs to pursue an academic and scientific research career addressing contemporary training needs of the specialty and using epidemiological databases (including from the Framingham Study) as a foundation. The program will graduate five postdoctoral trainees every two years in three different tracks (translational epidemiological research, statistical genetics-genomics, and bioinformatics-computational biology), with at least 20% underrepresented minorities. We will provide our trainees with multidisciplinary training that includes a broad curriculum to develop core competencies, mentored research projects under the direction of outstanding faculty, comprehensive mentorship, and appropriate career support to facilitate transition to independence.",6195169; ,"RAMACHANDRAN, VASAN S;","SILSBEE, LORRAINE M",4/1/2016,3/31/2021,cardiovascular disorder epidemiology; multidisciplinary; Training Programs; ,Multidisciplinary Training Program in Cardiovascular Epidemiology,125232,NITM,NHLBI Institutional Training Mechanism Review Committee ,,,2,383658,24293,407951,1,1,0,2,TRUE
9386935,T32,HL,3,N,12/23/2016,12/1/2016,6/30/2017,837,T32HL007627,,PA-16-287,3T32HL007627-32S1,NHLBI:4922\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,BOSTON,UNITED STATES,,7,30811269,US,1080401,BRIGHAM AND WOMEN'S HOSPITAL,MA,21156110,"PROJECT NARRATIVE Various disease processes that affect the cardiovascular, pulmonary, hematopoietic/immune, and other organ systems - creating a major health burden - appear to share in common basic pathogenetic mechanisms. Training in the skills of modern translational molecular pathology and bioinformatics can prepare the next generation of biomedical scientists to develop effective diagnostic, therapeutic and preventive strategies, in both academic and industrial settings.",1887468; 1898307 (contact); ,"GIMBRONE, MICHAEL A; MITCHELL, RICHARD N (contact);","WANG, WAYNE C",7/1/1985,6/30/2020,Blood Vessels; Injury; Kidney; Lung; ,"Vascular, Pulmonary and Renal Injury",7627,,,,S1,32,4557,365,4922,1,0,1,2,TRUE
